countryOfAsylum,countryOfOrigin,year,totalRefugees
CHE,COD,2008,1451
CHE,DOM,2008,4
CHE,ECU,2008,9
CHE,EGY,2008,36
CHE,ERI,2008,2471
CHE,ETH,2008,545
CHE,FRA,2008,2
CHE,GAB,2008,1
CHE,GMB,2008,21
CHE,GEO,2008,65
CHE,DEU,2008,2
CHE,GHA,2008,7
CHE,GIN,2008,71
CHE,GNB,2008,13
CHE,HTI,2008,1
CHE,HUN,2008,20
CHE,IND,2008,36
CHE,IRQ,2008,3038
CHE,IRN,2008,2936
CHE,ISR,2008,1
CHE,ITA,2008,1
CHE,JOR,2008,25
CHE,KAZ,2008,20
CHE,KEN,2008,25
CHE,KWT,2008,1
CHE,KGZ,2008,13
CHE,LAO,2008,172
CHE,LVA,2008,4
CHE,LBN,2008,47
CHE,LBR,2008,48
CHE,LBY,2008,298
CHE,MDG,2008,3
CHE,MYS,2008,3
CHE,MDV,2008,5
CHE,MLI,2008,12
CHE,MRT,2008,3
CHE,MNG,2008,43
CHE,MNE,2008,16
CHE,MAR,2008,22
CHE,MOZ,2008,9
CHE,MMR,2008,20
CHE,NPL,2008,11
CHE,NER,2008,13
CHE,NGA,2008,55
CHE,PAK,2008,153
CHE,PRY,2008,1
CHE,PER,2008,18
CHE,POL,2008,9
CHE,PRT,2008,4
CHE,QAT,2008,1
CHE,MDA,2008,7
CHE,ROU,2008,50
CHE,RUS,2008,482
CHE,RWA,2008,237
CHE,SEN,2008,4
CHE,SRB,2008,7397
CHE,SLE,2008,39
CHE,SGP,2008,1
CHE,SVK,2008,3
CHE,SVN,2008,1
CHE,SOM,2008,3070
CHE,ZAF,2008,6
CHE,LKA,2008,2464
CHE,PSE,2008,39
CHE,SDN,2008,154
CHE,SYR,2008,626
CHE,TJK,2008,3
CHE,MKD,2008,160
CHE,TGO,2008,524
CHE,TUN,2008,651
CHE,TUR,2008,5245
CHE,TKM,2008,10
CHE,UGA,2008,33
CHE,UKR,2008,22
CHE,TZA,2008,1
CHE,USA,2008,2
CHE,UZB,2008,45
CHE,VNM,2008,1706
CHE,ESH,2008,8
CHE,YEM,2008,166
CHE,ZWE,2008,13
SYR,AFG,2008,517
SYR,DZA,2008,5
SYR,BIH,2008,11
SYR,TCD,2008,1
SYR,CIV,2008,4
SYR,COD,2008,13
SYR,DJI,2008,2
SYR,EGY,2008,6
SYR,ERI,2008,25
SYR,ETH,2008,9
SYR,IRQ,2008,1100000
SYR,IRN,2008,169
SYR,JOR,2008,6
SYR,KEN,2008,3
SYR,KWT,2008,2
SYR,LBN,2008,4
SYR,LBR,2008,1
SYR,LBY,2008,2
SYR,RUS,2008,3
SYR,SRB,2008,1
SYR,SLE,2008,1
SYR,SOM,2008,3358
SYR,ZAF,2008,1
SYR,PSE,2008,1165
SYR,SDN,2008,292
SYR,TUR,2008,8
SYR,YEM,2008,54
TJK,AFG,2008,1790
TJK,IRQ,2008,4
TJK,IRN,2008,5
THA,AFG,2008,2
THA,BDI,2008,6
THA,KHM,2008,56
THA,CHN,2008,144
THA,CIV,2008,13
THA,COD,2008,17
THA,EGY,2008,2
THA,ETH,2008,2
THA,IDN,2008,2
THA,IRQ,2008,92
THA,IRN,2008,15
THA,LAO,2008,432
THA,LBR,2008,4
THA,MMR,2008,111555
THA,NPL,2008,38
THA,PAK,2008,13
THA,RWA,2008,3
THA,SAU,2008,1
THA,SLE,2008,1
THA,SOM,2008,123
THA,LKA,2008,352
THA,PSE,2008,26
THA,SDN,2008,1
THA,SYR,2008,1
THA,TGO,2008,1
THA,TUR,2008,1
THA,UGA,2008,1
THA,VNM,2008,24
THA,YEM,2008,1
THA,ZWE,2008,1
MKD,BIH,2008,21
MKD,SRB,2008,1650
MKD,PSE,2008,1
TLS,CIV,2008,1
TGO,BDI,2008,57
TGO,CMR,2008,6
TGO,CAF,2008,9
TGO,TCD,2008,15
TGO,COG,2008,62
TGO,CIV,2008,140
TGO,COD,2008,112
TGO,GHA,2008,8113
TGO,IRQ,2008,1
TGO,LBR,2008,8
TGO,NGA,2008,19
TGO,RWA,2008,806
TGO,SLE,2008,10
TGO,SOM,2008,3
TGO,LKA,2008,8
TGO,SDN,2008,1
TGO,UGA,2008,7
TTO,BGD,2008,3
TTO,CMR,2008,1
TTO,COL,2008,5
TTO,CIV,2008,3
TTO,CUB,2008,1
TTO,GMB,2008,2
TTO,HTI,2008,6
TTO,KEN,2008,1
TTO,LBR,2008,4
TTO,SEN,2008,3
TTO,SLE,2008,1
TTO,SOM,2008,3
TUN,DZA,2008,29
TUN,BGR,2008,1
TUN,BDI,2008,4
TUN,CIV,2008,12
TUN,IRQ,2008,12
TUN,IRN,2008,6
TUN,OMN,2008,1
TUN,POL,2008,1
TUN,RUS,2008,2
TUN,RWA,2008,5
TUN,PSE,2008,16
TUN,SYR,2008,5
TUR,AFG,2008,347
TUR,AGO,2008,1
TUR,AZE,2008,2
TUR,CHN,2008,10
TUR,CIV,2008,8
TUR,COD,2008,11
TUR,EGY,2008,1
TUR,ERI,2008,26
TUR,ETH,2008,3
TUR,GIN,2008,5
TUR,IND,2008,1
TUR,IRQ,2008,7481
TUR,IRN,2008,2105
TUR,JOR,2008,1
TUR,LBN,2008,1
TUR,LBR,2008,3
TUR,MRT,2008,1
TUR,MAR,2008,10
TUR,NGA,2008,1
TUR,PHL,2008,1
TUR,RUS,2008,2
TUR,RWA,2008,1
TUR,SLE,2008,1
TUR,SOM,2008,862
TUR,LKA,2008,8
TUR,PSE,2008,84
TUR,SDN,2008,64
TUR,SYR,2008,12
TUR,TUN,2008,2
TUR,TKM,2008,3
TUR,UKR,2008,2
TUR,UZB,2008,37
TUR,YEM,2008,1
TKM,AFG,2008,46
TKM,ARM,2008,4
TKM,AZE,2008,25
TKM,RUS,2008,4
UGA,BDI,2008,3183
UGA,CAN,2008,1
UGA,CAF,2008,8
UGA,COG,2008,3
UGA,COD,2008,76498
UGA,ERI,2008,796
UGA,ETH,2008,581
UGA,GRC,2008,1
UGA,KEN,2008,1908
UGA,LBR,2008,3
UGA,MWI,2008,1
UGA,PAK,2008,18
UGA,RWA,2008,16162
UGA,SLE,2008,1
UGA,SOM,2008,6085
UGA,SDN,2008,56883
UKR,AFG,2008,1156
UKR,DZA,2008,1
UKR,AGO,2008,30
UKR,ARM,2008,195
UKR,AZE,2008,182
UKR,BGD,2008,2
UKR,BLR,2008,8
UKR,BEN,2008,1
UKR,BIH,2008,1
UKR,BFA,2008,1
UKR,BDI,2008,7
UKR,CMR,2008,1
UKR,TCD,2008,7
UKR,COG,2008,44
UKR,CIV,2008,1
UKR,COD,2008,42
UKR,EGY,2008,2
UKR,ETH,2008,30
UKR,GEO,2008,5076
UKR,GIN,2008,1
UKR,GNB,2008,1
UKR,IND,2008,2
UKR,IRQ,2008,50
UKR,IRN,2008,34
UKR,JOR,2008,3
UKR,KAZ,2008,5
UKR,LBN,2008,4
UKR,LBR,2008,3
UKR,LBY,2008,2
UKR,MLI,2008,2
UKR,MOZ,2008,1
UKR,NGA,2008,3
UKR,RUS,2008,119
UKR,RWA,2008,6
UKR,SAU,2008,1
UKR,SRB,2008,3
UKR,SLE,2008,8
UKR,SOM,2008,20
UKR,LKA,2008,5
UKR,PSE,2008,9
UKR,SDN,2008,43
UKR,SYR,2008,39
UKR,TJK,2008,12
UKR,TON,2008,1
UKR,TUR,2008,6
UKR,TKM,2008,4
UKR,UGA,2008,1
UKR,UZB,2008,10
ARE,ERI,2008,7
ARE,IRQ,2008,126
ARE,IRN,2008,10
ARE,PAK,2008,2
ARE,SOM,2008,14
ARE,PSE,2008,1
ARE,SDN,2008,17
ARE,SYR,2008,21
ARE,TUN,2008,1
ARE,UGA,2008,9
ARE,UZB,2008,1
GBR,AFG,2008,23079
GBR,ALB,2008,1484
GBR,DZA,2008,2136
GBR,AGO,2008,3378
GBR,ARM,2008,17
GBR,AZE,2008,50
GBR,BHR,2008,2
GBR,BGD,2008,2018
GBR,BLR,2008,82
GBR,BEN,2008,7
GBR,BTN,2008,42
GBR,BOL,2008,15
GBR,BIH,2008,34
GBR,BWA,2008,3
GBR,BRA,2008,2
GBR,BGR,2008,11
GBR,BFA,2008,4
GBR,BDI,2008,1785
GBR,CMR,2008,829
GBR,CAN,2008,1
GBR,CAF,2008,2
GBR,TCD,2008,39
GBR,CHN,2008,2482
GBR,COL,2008,1164
GBR,COG,2008,897
GBR,CIV,2008,823
GBR,HRV,2008,14
GBR,CUB,2008,7
GBR,CYP,2008,3
GBR,CZE,2008,120
GBR,PRK,2008,570
GBR,COD,2008,6673
GBR,DJI,2008,1
GBR,ECU,2008,355
GBR,EGY,2008,27
GBR,SLV,2008,3
GBR,GNQ,2008,1
GBR,ERI,2008,7701
GBR,EST,2008,1
GBR,ETH,2008,2782
GBR,FJI,2008,1
GBR,GMB,2008,258
GBR,GEO,2008,41
GBR,GHA,2008,1802
GBR,GIN,2008,282
GBR,GNB,2008,7
GBR,GUY,2008,5
GBR,IND,2008,820
GBR,IDN,2008,6
GBR,IRQ,2008,21483
GBR,IRN,2008,10320
GBR,ISR,2008,7
GBR,JAM,2008,365
GBR,JOR,2008,3
GBR,KAZ,2008,2
GBR,KEN,2008,1586
GBR,KWT,2008,354
GBR,KGZ,2008,8
GBR,LVA,2008,1
GBR,LBN,2008,69
GBR,LBR,2008,295
GBR,LBY,2008,178
GBR,LTU,2008,7
GBR,MWI,2008,24
GBR,MYS,2008,5
GBR,MDV,2008,5
GBR,MLI,2008,10
GBR,MRT,2008,7
GBR,MUS,2008,9
GBR,MNG,2008,35
GBR,MAR,2008,21
GBR,MOZ,2008,1
GBR,MMR,2008,390
GBR,NPL,2008,153
GBR,NER,2008,3
GBR,NGA,2008,2049
GBR,OMN,2008,5
GBR,PAK,2008,4774
GBR,PAN,2008,2
GBR,PER,2008,2
GBR,PHL,2008,1
GBR,POL,2008,166
GBR,QAT,2008,2
GBR,KOR,2008,2
GBR,MDA,2008,289
GBR,ROU,2008,542
GBR,RUS,2008,1987
GBR,RWA,2008,1752
GBR,SEN,2008,6
GBR,SRB,2008,15242
GBR,SYC,2008,1
GBR,SLE,2008,4184
GBR,SVK,2008,1
GBR,SOM,2008,31665
GBR,ZAF,2008,25
GBR,LKA,2008,8725
GBR,PSE,2008,122
GBR,SDN,2008,3205
GBR,SWZ,2008,6
GBR,SYR,2008,395
GBR,TJK,2008,3
GBR,THA,2008,8
GBR,MKD,2008,422
GBR,TGO,2008,40
GBR,TTO,2008,2
GBR,TUN,2008,20
GBR,TUR,2008,9219
GBR,TKM,2008,33
GBR,UGA,2008,1760
GBR,UKR,2008,509
GBR,ARE,2008,2
GBR,GBR,2008,3
GBR,TZA,2008,301
GBR,USA,2008,1
GBR,UZB,2008,26
GBR,VEN,2008,4
GBR,VNM,2008,902
GBR,YEM,2008,109
GBR,ZMB,2008,12
GBR,ZWE,2008,9637
TZA,BDI,2008,240480
TZA,COD,2008,79706
TZA,ETH,2008,8
TZA,KEN,2008,1
TZA,MDG,2008,1
TZA,RWA,2008,170
TZA,SOM,2008,1525
TZA,SDN,2008,3
TZA,UGA,2008,14
TZA,ZWE,2008,1
USA,AFG,2008,2102
USA,ALB,2008,7232
USA,DZA,2008,619
USA,AND,2008,5
USA,AGO,2008,248
USA,ARG,2008,150
USA,ARM,2008,7731
USA,AUS,2008,1
USA,AUT,2008,4
USA,AZE,2008,1501
USA,BHS,2008,11
USA,BHR,2008,18
USA,BGD,2008,1809
USA,BRB,2008,1
USA,BLR,2008,1510
USA,BEL,2008,20
USA,BLZ,2008,13
USA,BEN,2008,45
USA,BTN,2008,87
USA,BOL,2008,76
USA,BIH,2008,288
USA,BWA,2008,4
USA,BRA,2008,528
USA,BGR,2008,1093
USA,BFA,2008,188
USA,BDI,2008,525
USA,KHM,2008,663
USA,CMR,2008,7279
USA,CAN,2008,32
USA,CAF,2008,186
USA,TCD,2008,306
USA,CHL,2008,75
USA,CHN,2008,47277
USA,COL,2008,26447
USA,COM,2008,7
USA,COG,2008,2581
USA,CRI,2008,15
USA,CIV,2008,1294
USA,HRV,2008,131
USA,CUB,2008,1481
USA,CYP,2008,2
USA,CZE,2008,38
USA,PRK,2008,23
USA,COD,2008,1614
USA,DNK,2008,4
USA,DJI,2008,7
USA,DMA,2008,7
USA,DOM,2008,29
USA,ECU,2008,138
USA,EGY,2008,4775
USA,SLV,2008,3288
USA,GNQ,2008,6
USA,ERI,2008,2396
USA,EST,2008,108
USA,ETH,2008,12515
USA,FJI,2008,1281
USA,FIN,2008,2
USA,FRA,2008,35
USA,GAB,2008,37
USA,GMB,2008,644
USA,GEO,2008,1111
USA,DEU,2008,63
USA,GHA,2008,216
USA,GIB,2008,1
USA,GRC,2008,29
USA,GRD,2008,5
USA,GTM,2008,4877
USA,GIN,2008,3290
USA,GNB,2008,34
USA,GUY,2008,127
USA,HTI,2008,18175
USA,HND,2008,550
USA,HKG,2008,10
USA,HUN,2008,37
USA,ISL,2008,3
USA,IND,2008,9483
USA,IDN,2008,7845
USA,IRQ,2008,4788
USA,IRN,2008,6347
USA,ISR,2008,166
USA,ITA,2008,15
USA,JAM,2008,85
USA,JPN,2008,9
USA,JOR,2008,442
USA,KAZ,2008,501
USA,KEN,2008,2081
USA,KWT,2008,71
USA,KGZ,2008,265
USA,LAO,2008,268
USA,LVA,2008,136
USA,LBN,2008,655
USA,LSO,2008,1
USA,LBR,2008,5475
USA,LBY,2008,49
USA,LTU,2008,105
USA,MDG,2008,16
USA,MWI,2008,29
USA,MYS,2008,170
USA,MDV,2008,3
USA,MLI,2008,393
USA,MLT,2008,5
USA,MRT,2008,2429
USA,MUS,2008,3
USA,MEX,2008,1227
USA,MNG,2008,443
USA,MAR,2008,99
USA,MOZ,2008,1
USA,MMR,2008,5171
USA,NAM,2008,3
USA,NRU,2008,3
USA,NPL,2008,2464
USA,NLD,2008,5
USA,NIC,2008,325
USA,NER,2008,362
USA,NGA,2008,1011
USA,NOR,2008,1
USA,OMN,2008,6
USA,PAK,2008,3936
USA,PAN,2008,35
USA,PRY,2008,19
USA,PER,2008,2311
USA,PHL,2008,389
USA,POL,2008,63
USA,PRT,2008,7
USA,QAT,2008,6
USA,KOR,2008,16
USA,MDA,2008,266
USA,ROU,2008,1012
USA,RUS,2008,7652
USA,RWA,2008,902
USA,KNA,2008,2
USA,LCA,2008,5
USA,VCT,2008,1
USA,SMR,2008,1
USA,SAU,2008,70
USA,SEN,2008,300
USA,SRB,2008,3031
USA,SYC,2008,39
USA,SLE,2008,2159
USA,SGP,2008,34
USA,SVK,2008,33
USA,SVN,2008,12
USA,SOM,2008,10154
USA,ZAF,2008,111
USA,ESP,2008,6
USA,LKA,2008,1615
USA,PSE,2008,5
USA,SDN,2008,3327
USA,SUR,2008,40
USA,SWZ,2008,4
USA,SWE,2008,4
USA,SYR,2008,320
USA,TJK,2008,73
USA,THA,2008,14
USA,MKD,2008,249
USA,TGO,2008,2433
USA,TON,2008,1
USA,TTO,2008,46
USA,TUN,2008,41
USA,TUR,2008,565
USA,TKM,2008,273
USA,TCA,2008,1
USA,UGA,2008,1442
USA,UKR,2008,1729
USA,ARE,2008,18
USA,GBR,2008,92
USA,TZA,2008,146
USA,URY,2008,18
USA,UZB,2008,1568
USA,VEN,2008,4718
USA,VNM,2008,231
USA,YEM,2008,332
USA,ZMB,2008,103
USA,ZWE,2008,1438
URY,BLR,2008,1
URY,CMR,2008,6
URY,CHL,2008,1
URY,COL,2008,49
URY,COG,2008,2
URY,CIV,2008,2
URY,CUB,2008,6
URY,GEO,2008,1
URY,GHA,2008,1
URY,IRQ,2008,1
URY,LVA,2008,5
URY,LBR,2008,1
URY,LTU,2008,1
URY,NGA,2008,13
URY,PER,2008,9
URY,RUS,2008,11
URY,SLE,2008,1
URY,SOM,2008,3
URY,SDN,2008,1
URY,UKR,2008,12
URY,ZWE,2008,1
UZB,AFG,2008,809
UZB,AZE,2008,5
UZB,IRQ,2008,5
UZB,PSE,2008,1
UZB,SYR,2008,1
VUT,LKA,2008,3
VEN,CHN,2008,5
VEN,COL,2008,201094
VEN,COG,2008,2
VEN,CIV,2008,1
VEN,ECU,2008,4
VEN,ETH,2008,1
VEN,GMB,2008,2
VEN,GHA,2008,1
VEN,GTM,2008,3
VEN,HTI,2008,15
VEN,HUN,2008,1
VEN,LBR,2008,4
VEN,NIC,2008,4
VEN,NGA,2008,4
VEN,PER,2008,6
VEN,POL,2008,3
VEN,RWA,2008,3
VEN,SRB,2008,5
VEN,PSE,2008,1
VEN,TGO,2008,1
VNM,KHM,2008,2357
YEM,DZA,2008,5
YEM,AGO,2008,2
YEM,BDI,2008,3
YEM,PRK,2008,1
YEM,ERI,2008,603
YEM,ETH,2008,2140
YEM,IRQ,2008,4461
YEM,IRN,2008,4
YEM,JOR,2008,1
YEM,LBY,2008,1
YEM,SOM,2008,132275
YEM,PSE,2008,517
YEM,SDN,2008,89
YEM,SYR,2008,32
YEM,UGA,2008,1
YEM,VNM,2008,29
ZMB,AGO,2008,27131
ZMB,BDI,2008,1937
ZMB,COG,2008,1
ZMB,COD,2008,47329
ZMB,ETH,2008,52
ZMB,LBN,2008,9
ZMB,LBR,2008,27
ZMB,NAM,2008,2
ZMB,NGA,2008,4
ZMB,RWA,2008,4898
ZMB,SOM,2008,1868
ZMB,ZAF,2008,4
ZMB,PSE,2008,6
ZMB,SDN,2008,25
ZMB,UGA,2008,108
ZMB,ZWE,2008,13
ZWE,AGO,2008,15
ZWE,BDI,2008,498
ZWE,COG,2008,28
ZWE,COD,2008,2250
ZWE,DJI,2008,1
ZWE,ERI,2008,13
ZWE,ETH,2008,39
ZWE,LBN,2008,1
ZWE,MWI,2008,1
ZWE,RWA,2008,592
ZWE,SOM,2008,10
ZWE,SDN,2008,11
ZWE,UGA,2008,9
AFG,IRQ,2007,4
AFG,IRN,2007,38
ALB,DZA,2007,1
ALB,CHN,2007,5
ALB,CZE,2007,2
ALB,EGY,2007,1
ALB,IRQ,2007,5
ALB,NGA,2007,2
ALB,SRB,2007,51
ALB,PSE,2007,2
ALB,TUR,2007,7
ALB,UZB,2007,1
DZA,BDI,2007,1
DZA,CMR,2007,10
DZA,COG,2007,5
DZA,CIV,2007,16
DZA,COD,2007,39
DZA,IRQ,2007,7
DZA,LBR,2007,39
DZA,LBY,2007,6
DZA,SLE,2007,1
DZA,SOM,2007,4
DZA,PSE,2007,4005
DZA,SYR,2007,3
DZA,TGO,2007,1
DZA,ESH,2007,90000
AGO,DZA,2007,1
AGO,BDI,2007,10
AGO,CAF,2007,1
AGO,TCD,2007,43
AGO,COG,2007,46
AGO,CIV,2007,114
AGO,CUB,2007,2
AGO,COD,2007,11380
AGO,ERI,2007,4
AGO,GIN,2007,10
AGO,GNB,2007,1
AGO,IRQ,2007,1
AGO,LBR,2007,65
AGO,MRT,2007,13
AGO,RWA,2007,238
AGO,SLE,2007,77
AGO,SOM,2007,27
AGO,ZAF,2007,1
AGO,SDN,2007,31
AGO,TZA,2007,3
AGO,ZMB,2007,1
ARG,ALB,2007,13
ARG,DZA,2007,58
ARG,AGO,2007,15
ARG,ARM,2007,84
ARG,BGD,2007,7
ARG,BLR,2007,1
ARG,BOL,2007,2
ARG,BIH,2007,8
ARG,BGR,2007,1
ARG,BDI,2007,2
ARG,KHM,2007,49
ARG,CMR,2007,3
ARG,CAF,2007,1
ARG,TCD,2007,1
ARG,CHL,2007,13
ARG,COL,2007,152
ARG,COG,2007,11
ARG,CIV,2007,10
ARG,CUB,2007,272
ARG,COD,2007,5
ARG,EST,2007,2
ARG,ETH,2007,5
ARG,GEO,2007,5
ARG,GHA,2007,11
ARG,GIN,2007,24
ARG,HTI,2007,32
ARG,IND,2007,27
ARG,IRQ,2007,26
ARG,IRN,2007,28
ARG,ITA,2007,2
ARG,KAZ,2007,99
ARG,KGZ,2007,3
ARG,LAO,2007,1333
ARG,LVA,2007,2
ARG,LBN,2007,4
ARG,LBR,2007,75
ARG,LTU,2007,2
ARG,MLI,2007,19
ARG,MRT,2007,1
ARG,NIC,2007,6
ARG,NER,2007,1
ARG,NGA,2007,40
ARG,PAK,2007,36
ARG,PRY,2007,1
ARG,PER,2007,485
ARG,ROU,2007,1
ARG,RUS,2007,40
ARG,SEN,2007,64
ARG,SRB,2007,9
ARG,SLE,2007,75
ARG,ZAF,2007,3
ARG,LKA,2007,37
ARG,SDN,2007,3
ARG,TGO,2007,1
ARG,TUR,2007,6
ARG,UKR,2007,11
ARG,URY,2007,1
ARG,VNM,2007,32
ARG,ZWE,2007,2
ARM,AZE,2007,3815
ARM,GEO,2007,1
ARM,IRQ,2007,718
ARM,IRN,2007,7
ARM,ISR,2007,5
ARM,KAZ,2007,1
ARM,LBN,2007,14
ARM,RUS,2007,1
ARM,TUR,2007,3
ARM,TKM,2007,1
AUS,AFG,2007,4990
AUS,ALB,2007,64
AUS,DZA,2007,194
AUS,AGO,2007,11
AUS,ARM,2007,8
AUS,AUS,2007,1
AUS,AZE,2007,4
AUS,BHR,2007,18
AUS,BGD,2007,237
AUS,BLR,2007,17
AUS,BEL,2007,2
AUS,BTN,2007,4
AUS,BIH,2007,28
AUS,BRA,2007,15
AUS,BGR,2007,5
AUS,BDI,2007,19
AUS,KHM,2007,26
AUS,CMR,2007,23
AUS,CAN,2007,3
AUS,TCD,2007,1
AUS,CHL,2007,3
AUS,CHN,2007,1153
AUS,COL,2007,265
AUS,COG,2007,17
AUS,CIV,2007,3
AUS,HRV,2007,12
AUS,CUB,2007,5
AUS,CZE,2007,2
AUS,PRK,2007,15
AUS,COD,2007,19
AUS,DNK,2007,2
AUS,ECU,2007,258
AUS,EGY,2007,235
AUS,SLV,2007,6
AUS,ERI,2007,39
AUS,EST,2007,1
AUS,ETH,2007,126
AUS,FJI,2007,61
AUS,FRA,2007,4
AUS,GMB,2007,1
AUS,GEO,2007,14
AUS,GHA,2007,15
AUS,GRC,2007,4
AUS,GIN,2007,7
AUS,GNB,2007,1
AUS,GUY,2007,1
AUS,IND,2007,139
AUS,IDN,2007,201
AUS,IRQ,2007,5851
AUS,IRN,2007,1105
AUS,ISR,2007,31
AUS,ITA,2007,1
AUS,JOR,2007,66
AUS,KAZ,2007,14
AUS,KEN,2007,74
AUS,KWT,2007,60
AUS,KGZ,2007,21
AUS,LAO,2007,4
AUS,LVA,2007,7
AUS,LBN,2007,433
AUS,LBR,2007,10
AUS,LBY,2007,3
AUS,MYS,2007,22
AUS,MDV,2007,1
AUS,MLI,2007,3
AUS,MLT,2007,1
AUS,MRT,2007,5
AUS,MEX,2007,5
AUS,MNG,2007,30
AUS,MAR,2007,14
AUS,MOZ,2007,1
AUS,MMR,2007,433
AUS,NPL,2007,100
AUS,NER,2007,2
AUS,NGA,2007,68
AUS,PAK,2007,440
AUS,PNG,2007,27
AUS,PER,2007,19
AUS,PHL,2007,25
AUS,KOR,2007,20
AUS,MDA,2007,1
AUS,ROU,2007,12
AUS,RUS,2007,213
AUS,RWA,2007,9
AUS,SAU,2007,16
AUS,SEN,2007,4
AUS,SRB,2007,266
AUS,SLE,2007,32
AUS,SGP,2007,6
AUS,SLB,2007,32
AUS,SOM,2007,142
AUS,ZAF,2007,13
AUS,LKA,2007,1707
AUS,PSE,2007,159
AUS,SDN,2007,59
AUS,SYR,2007,78
AUS,TJK,2007,1
AUS,THA,2007,34
AUS,MKD,2007,10
AUS,TLS,2007,6
AUS,TGO,2007,1
AUS,TON,2007,1
AUS,TUN,2007,15
AUS,TUR,2007,428
AUS,UGA,2007,21
AUS,UKR,2007,55
AUS,ARE,2007,3
AUS,GBR,2007,2
AUS,TZA,2007,8
AUS,USA,2007,4
AUS,UZB,2007,23
AUS,VNM,2007,57
AUS,YEM,2007,10
AUS,ZMB,2007,3
AUS,ZWE,2007,148
AUT,AFG,2007,4191
AUT,ALB,2007,168
AUT,DZA,2007,22
AUT,AGO,2007,131
AUT,ARM,2007,468
AUT,AUT,2007,1
AUT,AZE,2007,208
AUT,BGD,2007,9
AUT,BLR,2007,43
AUT,BEN,2007,4
AUT,BOL,2007,6
AUT,BIH,2007,171
AUT,BGR,2007,5
AUT,BFA,2007,3
AUT,BDI,2007,15
AUT,KHM,2007,13
AUT,CMR,2007,128
AUT,TCD,2007,2
AUT,CHN,2007,102
AUT,COL,2007,38
AUT,COG,2007,67
AUT,CIV,2007,15
AUT,HRV,2007,17
AUT,CUB,2007,13
AUT,CZE,2007,3
AUT,COD,2007,370
AUT,EGY,2007,33
AUT,GNQ,2007,1
AUT,ERI,2007,29
AUT,ETH,2007,90
AUT,FRA,2007,1
AUT,GMB,2007,24
AUT,GEO,2007,377
AUT,GHA,2007,18
AUT,GIN,2007,29
AUT,HUN,2007,1
AUT,IND,2007,10
AUT,IDN,2007,4
AUT,IRQ,2007,1366
AUT,IRN,2007,1929
AUT,JOR,2007,4
AUT,KAZ,2007,22
AUT,KEN,2007,3
AUT,KGZ,2007,103
AUT,LAO,2007,1
AUT,LVA,2007,2
AUT,LBN,2007,30
AUT,LBR,2007,15
AUT,LBY,2007,2
AUT,MDG,2007,2
AUT,MRT,2007,5
AUT,MNG,2007,53
AUT,MNE,2007,4
AUT,MAR,2007,6
AUT,NPL,2007,13
AUT,NER,2007,1
AUT,NGA,2007,97
AUT,PAK,2007,40
AUT,PER,2007,2
AUT,PHL,2007,2
AUT,POL,2007,1
AUT,MDA,2007,80
AUT,ROU,2007,56
AUT,RUS,2007,11571
AUT,RWA,2007,64
AUT,SRB,2007,5783
AUT,SLE,2007,47
AUT,SVK,2007,3
AUT,SOM,2007,456
AUT,LKA,2007,9
AUT,SDN,2007,151
AUT,SYR,2007,255
AUT,TJK,2007,51
AUT,MKD,2007,82
AUT,TGO,2007,26
AUT,TUN,2007,34
AUT,TUR,2007,758
AUT,TKM,2007,12
AUT,UGA,2007,18
AUT,UKR,2007,151
AUT,USA,2007,1
AUT,UZB,2007,48
AUT,VNM,2007,52
AUT,YEM,2007,6
AUT,ZWE,2007,3
AZE,AFG,2007,108
AZE,COD,2007,1
AZE,IRQ,2007,29
AZE,IRN,2007,90
AZE,PAK,2007,1
AZE,RUS,2007,2110
AZE,PSE,2007,9
AZE,SYR,2007,1
AZE,TKM,2007,3
BGD,IRN,2007,27
BGD,MMR,2007,27544
BGD,SLE,2007,1
BGD,SOM,2007,1
BLR,AFG,2007,454
BLR,ARM,2007,1
BLR,AZE,2007,28
BLR,ETH,2007,13
BLR,GEO,2007,123
BLR,IND,2007,1
BLR,IRQ,2007,1
BLR,IRN,2007,1
BLR,LBR,2007,1
BLR,RWA,2007,1
BLR,PSE,2007,6
BLR,TJK,2007,19
BLR,TKM,2007,
BEL,AFG,2007,151
BEL,ALB,2007,156
BEL,DZA,2007,54
BEL,AGO,2007,133
BEL,ARM,2007,45
BEL,AZE,2007,38
BEL,BGD,2007,8
BEL,BLR,2007,159
BEL,BEN,2007,3
BEL,BTN,2007,3
BEL,BOL,2007,9
BEL,BIH,2007,112
BEL,BGR,2007,45
BEL,BFA,2007,11
BEL,BDI,2007,258
BEL,KHM,2007,29
BEL,CMR,2007,108
BEL,CAF,2007,5
BEL,TCD,2007,32
BEL,CHL,2007,72
BEL,CHN,2007,225
BEL,COL,2007,37
BEL,COG,2007,41
BEL,CIV,2007,246
BEL,HRV,2007,8
BEL,CZE,2007,14
BEL,PRK,2007,7
BEL,COD,2007,1093
BEL,DJI,2007,59
BEL,DOM,2007,1
BEL,EGY,2007,2
BEL,ERI,2007,11
BEL,EST,2007,3
BEL,ETH,2007,42
BEL,GAB,2007,8
BEL,GEO,2007,19
BEL,DEU,2007,4
BEL,GHA,2007,4
BEL,GRC,2007,1
BEL,GTM,2007,6
BEL,GIN,2007,294
BEL,GNB,2007,13
BEL,HTI,2007,9
BEL,HUN,2007,127
